,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval0,PromoInterval1,PromoInterval2,PromoInterval3
678,679,a,a,4140.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
679,680,c,a,170.0,1.0,1990.0,1,35.0,1990.0,3,6,9,12
680,681,a,c,620.0,1.0,1990.0,1,1.0,1990.0,3,6,9,12
681,682,b,a,150.0,9.0,2006.0,0,0.0,2006.0,0,0,0,0
682,683,a,a,2850.0,7.0,2014.0,0,0.0,2014.0,0,0,0,0
683,684,d,c,680.0,1.0,1990.0,1,22.0,1990.0,1,4,7,10
684,685,a,a,650.0,11.0,2013.0,1,37.0,2013.0,1,4,7,10
685,686,a,a,16107.5,4.0,2002.0,0,0.0,2002.0,0,0,0,0
686,687,d,c,2770.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
687,688,a,a,16107.5,8.0,2015.0,1,14.0,2015.0,1,4,7,10
688,689,d,a,15040.0,10.0,2004.0,0,0.0,2004.0,0,0,0,0
689,690,a,a,100.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
690,691,d,c,3030.0,1.0,1990.0,1,37.0,1990.0,1,4,7,10
691,692,a,a,40.0,8.0,2001.0,0,0.0,2001.0,0,0,0,0
692,693,d,a,450.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
693,694,a,c,460.0,11.0,2012.0,1,40.0,2012.0,1,4,7,10
694,695,a,a,550.0,7.0,2011.0,1,1.0,2011.0,1,4,7,10
695,696,a,c,430.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
696,697,d,a,3780.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
697,698,a,a,1790.0,5.0,2011.0,0,0.0,2011.0,0,0,0,0
698,699,a,a,180.0,1.0,1990.0,1,5.0,1990.0,1,4,7,10
699,700,a,c,830.0,1.0,1990.0,1,27.0,1990.0,1,4,7,10
700,701,d,a,1450.0,3.0,2012.0,1,14.0,2012.0,1,4,7,10
701,702,a,a,8550.0,9.0,2001.0,1,45.0,2001.0,2,5,8,11
702,703,a,a,80.0,6.0,2005.0,0,0.0,2005.0,0,0,0,0
703,704,d,c,1910.0,4.0,2009.0,0,0.0,2009.0,0,0,0,0
704,705,a,a,4140.0,9.0,2012.0,1,18.0,2012.0,2,5,8,11
705,706,d,a,7830.0,9.0,2014.0,1,10.0,2014.0,3,6,9,12
706,707,a,c,2900.0,7.0,1990.0,0,0.0,1990.0,0,0,0,0
707,708,c,c,11470.0,10.0,2009.0,1,18.0,2009.0,1,4,7,10
708,709,a,a,500.0,12.0,2010.0,0,0.0,2010.0,0,0,0,0
709,710,d,a,1500.0,9.0,2008.0,1,14.0,2008.0,1,4,7,10
710,711,d,a,16107.5,3.0,2007.0,1,5.0,2007.0,1,4,7,10
711,712,a,a,4870.0,9.0,2007.0,1,45.0,2007.0,1,4,7,10
712,713,a,c,220.0,1.0,1990.0,1,10.0,1990.0,1,4,7,10
713,714,d,c,12070.0,10.0,2005.0,1,10.0,2005.0,1,4,7,10
714,715,a,a,14810.0,6.0,2014.0,0,0.0,2014.0,0,0,0,0
715,716,d,a,3200.0,1.0,2008.0,1,22.0,2008.0,1,4,7,10
716,717,d,c,310.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
717,718,a,a,1100.0,6.0,2015.0,0,0.0,2015.0,0,0,0,0
718,719,c,c,8190.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
719,720,a,c,15320.0,3.0,2011.0,1,14.0,2011.0,2,5,8,11
720,721,a,c,3590.0,9.0,2012.0,1,22.0,2012.0,3,6,9,12
721,722,a,a,50.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
722,723,d,c,5650.0,9.0,2008.0,1,5.0,2008.0,2,5,8,11
723,724,d,c,5900.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
724,725,d,c,16107.5,6.0,2012.0,0,0.0,2012.0,0,0,0,0
725,726,a,c,16107.5,2.0,2002.0,0,0.0,2002.0,0,0,0,0
726,727,a,a,2050.0,3.0,2007.0,0,0.0,2007.0,0,0,0,0
727,728,d,a,13990.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
728,729,c,c,8980.0,6.0,2011.0,0,0.0,2011.0,0,0,0,0
729,730,c,a,1190.0,9.0,2013.0,0,0.0,2013.0,0,0,0,0
730,731,a,a,15270.0,1.0,1990.0,1,10.0,1990.0,1,4,7,10
731,732,a,c,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
732,733,b,b,860.0,10.0,1999.0,0,0.0,1999.0,0,0,0,0
733,734,a,a,220.0,1.0,1990.0,1,36.0,1990.0,3,6,9,12
734,735,d,c,1920.0,4.0,2005.0,0,0.0,2005.0,0,0,0,0
735,736,c,c,1650.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
736,737,a,a,100.0,5.0,2007.0,1,31.0,2007.0,1,4,7,10
737,738,d,c,5980.0,10.0,2005.0,0,0.0,2005.0,0,0,0,0
738,739,d,c,2770.0,6.0,2008.0,1,22.0,2008.0,1,4,7,10
739,740,d,a,6400.0,3.0,2014.0,0,0.0,2014.0,0,0,0,0
740,741,d,c,11900.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
741,742,d,c,4380.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
742,743,a,a,6710.0,11.0,2003.0,1,14.0,2003.0,1,4,7,10
743,744,a,a,1370.0,12.0,2011.0,1,40.0,2011.0,1,4,7,10
744,745,a,a,16107.5,11.0,2013.0,1,37.0,2013.0,1,4,7,10
745,746,d,c,4330.0,2.0,2011.0,1,35.0,2011.0,3,6,9,12
746,747,c,c,16107.5,8.0,2008.0,0,0.0,2008.0,0,0,0,0
747,748,d,a,2380.0,3.0,2010.0,1,14.0,2010.0,1,4,7,10
748,749,a,a,3410.0,8.0,2011.0,1,14.0,2011.0,1,4,7,10
749,750,d,a,8670.0,2.0,2002.0,1,14.0,2002.0,1,4,7,10
750,751,a,a,650.0,10.0,2006.0,0,0.0,2006.0,0,0,0,0
751,752,a,a,970.0,3.0,2013.0,1,31.0,2013.0,2,5,8,11
752,753,d,c,540.0,11.0,2012.0,1,35.0,2012.0,3,6,9,12
753,754,c,c,380.0,5.0,2008.0,1,10.0,2008.0,3,6,9,12
754,755,d,c,13130.0,12.0,2003.0,0,0.0,2003.0,0,0,0,0
755,756,a,c,50.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
756,757,a,c,3450.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
757,758,a,c,16107.5,6.0,2008.0,0,0.0,2008.0,0,0,0,0
758,759,a,a,110.0,11.0,2012.0,1,31.0,2012.0,2,5,8,11
759,760,a,a,560.0,1.0,2011.0,0,0.0,2011.0,0,0,0,0
760,761,a,a,2390.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
761,762,d,c,1280.0,1.0,1990.0,1,10.0,1990.0,3,6,9,12
762,763,d,c,16107.5,3.0,2010.0,0,0.0,2010.0,0,0,0,0
763,764,a,c,16107.5,1.0,1990.0,1,10.0,1990.0,3,6,9,12
764,765,a,c,16107.5,5.0,1999.0,1,37.0,1999.0,1,4,7,10
765,766,d,c,9820.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
766,767,a,c,13080.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
767,768,a,c,2630.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
768,769,b,b,840.0,1.0,1990.0,1,48.0,1990.0,1,4,7,10
769,770,a,c,100.0,4.0,2015.0,0,0.0,2015.0,0,0,0,0
770,771,a,a,16107.5,9.0,2007.0,0,0.0,2007.0,0,0,0,0
771,772,d,c,1850.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
772,773,a,a,200.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
773,774,a,c,640.0,9.0,2013.0,0,0.0,2013.0,0,0,0,0
774,775,d,c,6970.0,12.0,2005.0,1,22.0,2005.0,1,4,7,10
775,776,c,a,700.0,4.0,2009.0,1,14.0,2009.0,1,4,7,10
776,777,d,c,8250.0,10.0,2004.0,1,10.0,2004.0,3,6,9,12
777,778,a,a,340.0,6.0,2003.0,1,40.0,2003.0,1,4,7,10
778,779,a,a,16107.5,4.0,2004.0,0,0.0,2004.0,0,0,0,0
779,780,a,a,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
780,781,a,a,630.0,4.0,2007.0,0,0.0,2007.0,0,0,0,0
781,782,c,c,5390.0,8.0,2003.0,1,1.0,2003.0,1,4,7,10
782,783,d,c,15490.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
783,784,a,a,560.0,10.0,2014.0,1,10.0,2014.0,1,4,7,10
784,785,d,c,970.0,7.0,2005.0,1,31.0,2005.0,2,5,8,11
785,786,a,a,290.0,11.0,2006.0,1,5.0,2006.0,2,5,8,11
786,787,c,c,3210.0,6.0,2009.0,0,0.0,2009.0,0,0,0,0
787,788,a,c,1530.0,3.0,2013.0,0,0.0,2013.0,0,0,0,0
788,789,a,c,9770.0,7.0,2003.0,0,0.0,2003.0,0,0,0,0
789,790,d,c,9070.0,12.0,2003.0,0,0.0,2003.0,0,0,0,0
790,791,a,a,5950.0,4.0,2007.0,0,0.0,2007.0,0,0,0,0
791,792,d,a,16107.5,10.0,2009.0,1,18.0,2009.0,2,5,8,11
792,793,d,a,2710.0,7.0,2006.0,0,0.0,2006.0,0,0,0,0
793,794,c,c,5090.0,9.0,2006.0,0,0.0,2006.0,0,0,0,0
794,795,d,a,510.0,1.0,1990.0,1,35.0,1990.0,3,6,9,12
795,796,a,c,7180.0,11.0,2012.0,0,0.0,2012.0,0,0,0,0
796,797,a,a,2090.0,10.0,2012.0,1,40.0,2012.0,1,4,7,10
797,798,a,a,9560.0,4.0,2001.0,0,0.0,2001.0,0,0,0,0
798,799,a,c,2700.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
799,800,d,a,2020.0,7.0,2014.0,0,0.0,2014.0,0,0,0,0
800,801,d,a,16107.5,4.0,2013.0,0,0.0,2013.0,0,0,0,0
801,802,a,c,910.0,1.0,1990.0,1,22.0,1990.0,2,5,8,11
802,803,d,a,1760.0,1.0,1990.0,1,10.0,1990.0,3,6,9,12
803,804,c,c,2100.0,1.0,1990.0,1,1.0,1990.0,1,4,7,10
804,805,d,a,16107.5,10.0,2011.0,1,10.0,2011.0,3,6,9,12
805,806,d,a,260.0,1.0,1990.0,1,44.0,1990.0,2,5,8,11
806,807,a,a,3870.0,4.0,2008.0,0,0.0,2008.0,0,0,0,0
807,808,a,a,16107.5,1.0,1990.0,1,31.0,1990.0,2,5,8,11
808,809,a,a,12770.0,10.0,2000.0,0,0.0,2000.0,0,0,0,0
809,810,d,c,9640.0,11.0,2013.0,0,0.0,2013.0,0,0,0,0
810,811,a,a,410.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
811,812,d,a,2590.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
812,813,a,a,1560.0,9.0,2003.0,0,0.0,2003.0,0,0,0,0
813,814,d,c,16107.5,7.0,2013.0,0,0.0,2013.0,0,0,0,0
814,815,a,a,590.0,1.0,1900.0,1,40.0,1900.0,1,4,7,10
815,816,c,c,460.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
816,817,a,a,140.0,3.0,2006.0,0,0.0,2006.0,0,0,0,0
817,818,d,a,490.0,1.0,1990.0,1,35.0,1990.0,3,6,9,12
818,819,a,c,720.0,10.0,2014.0,0,0.0,2014.0,0,0,0,0
819,820,a,c,1650.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
820,821,a,a,1700.0,9.0,2009.0,0,0.0,2009.0,0,0,0,0
821,822,a,c,410.0,11.0,2010.0,1,48.0,2010.0,3,6,9,12
822,823,a,c,16107.5,11.0,2010.0,0,0.0,2010.0,0,0,0,0
823,824,a,a,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
824,825,a,a,380.0,5.0,2011.0,1,40.0,2011.0,1,4,7,10
825,826,a,c,7980.0,6.0,2005.0,0,0.0,2005.0,0,0,0,0
826,827,a,c,250.0,1.0,2005.0,0,0.0,2005.0,0,0,0,0
827,828,d,c,3290.0,12.0,2014.0,0,0.0,2014.0,0,0,0,0
828,829,c,a,110.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
829,830,a,c,6320.0,1.0,1990.0,1,5.0,1990.0,1,4,7,10
830,831,a,a,800.0,6.0,2007.0,0,0.0,2007.0,0,0,0,0
831,832,d,a,5070.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
832,833,d,c,3290.0,12.0,1999.0,1,35.0,1999.0,3,6,9,12
833,834,a,a,3470.0,3.0,2012.0,0,0.0,2012.0,0,0,0,0
834,835,a,a,2890.0,12.0,2007.0,1,10.0,2007.0,3,6,9,12
835,836,a,a,2720.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
836,837,a,c,14600.0,4.0,2015.0,0,0.0,2015.0,0,0,0,0
837,838,d,c,6890.0,1.0,1990.0,1,48.0,1990.0,3,6,9,12
838,839,c,a,240.0,1.0,2015.0,0,0.0,2015.0,0,0,0,0
839,840,a,a,1070.0,9.0,2009.0,0,0.0,2009.0,0,0,0,0
840,841,a,a,16107.5,8.0,2004.0,0,0.0,2004.0,0,0,0,0
841,842,d,c,1200.0,11.0,2007.0,0,0.0,2007.0,0,0,0,0
842,843,c,a,60.0,4.0,2006.0,0,0.0,2006.0,0,0,0,0
843,844,a,a,2030.0,9.0,2012.0,1,18.0,2012.0,2,5,8,11
844,845,d,a,7860.0,11.0,2005.0,1,14.0,2005.0,1,4,7,10
845,846,a,c,8860.0,4.0,2004.0,1,37.0,2004.0,1,4,7,10
846,847,c,c,190.0,1.0,1990.0,1,31.0,1990.0,2,5,8,11
847,848,a,c,370.0,7.0,2007.0,1,14.0,2007.0,1,4,7,10
848,849,c,c,5000.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
849,850,d,a,1120.0,5.0,2007.0,1,31.0,2007.0,1,4,7,10
850,851,d,c,2330.0,1.0,1990.0,1,49.0,1990.0,3,6,9,12
851,852,c,a,940.0,4.0,2004.0,1,14.0,2004.0,1,4,7,10
852,853,a,a,14040.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
853,854,c,a,4770.0,1.0,1990.0,1,13.0,1990.0,1,4,7,10
854,855,a,a,3440.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
855,856,a,a,3020.0,2.0,2010.0,0,0.0,2010.0,0,0,0,0
856,857,c,a,6270.0,8.0,2005.0,1,23.0,2005.0,3,6,9,12
857,858,a,a,3370.0,12.0,2008.0,1,40.0,2008.0,1,4,7,10
858,859,c,a,16107.5,7.0,2015.0,0,0.0,2015.0,0,0,0,0
859,860,c,c,5980.0,2.0,2010.0,0,0.0,2010.0,0,0,0,0
860,861,c,c,740.0,1.0,1990.0,1,14.0,1990.0,3,6,9,12
861,862,a,c,2840.0,3.0,2010.0,1,14.0,2010.0,1,4,7,10
862,863,a,c,16107.5,11.0,2010.0,0,0.0,2010.0,0,0,0,0
863,864,a,a,1020.0,10.0,2012.0,1,45.0,2012.0,2,5,8,11
864,865,d,c,2640.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
865,866,d,a,9680.0,1.0,1990.0,1,5.0,1990.0,2,5,8,11
866,867,d,c,16107.5,9.0,2012.0,0,0.0,2012.0,0,0,0,0
867,868,d,c,1360.0,8.0,2005.0,1,10.0,2005.0,1,4,7,10
868,869,c,a,230.0,10.0,2001.0,1,14.0,2001.0,1,4,7,10
869,870,a,a,780.0,4.0,2009.0,0,0.0,2009.0,0,0,0,0
870,871,d,c,10620.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
871,872,a,c,3860.0,9.0,2014.0,1,23.0,2014.0,3,6,9,12
872,873,a,a,2040.0,11.0,2008.0,0,0.0,2008.0,0,0,0,0
873,874,a,a,3210.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
874,875,d,a,5070.0,11.0,2007.0,1,18.0,2007.0,2,5,8,11
875,876,a,a,16107.5,4.0,2005.0,1,18.0,2005.0,2,5,8,11
876,877,a,c,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
877,878,d,c,1100.0,12.0,2014.0,0,0.0,2014.0,0,0,0,0
878,879,d,a,5404.901079136691,1.0,1990.0,1,5.0,1990.0,2,5,8,11
879,880,a,c,4570.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
880,881,a,a,180.0,3.0,2008.0,1,31.0,2008.0,2,5,8,11
881,882,a,a,30.0,4.0,2013.0,0,0.0,2013.0,0,0,0,0
882,883,a,a,3200.0,6.0,2005.0,0,0.0,2005.0,0,0,0,0
883,884,d,c,7550.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
884,885,a,a,480.0,12.0,2005.0,0,0.0,2005.0,0,0,0,0
885,886,a,c,12430.0,10.0,2004.0,0,0.0,2004.0,0,0,0,0
886,887,d,a,16107.5,1.0,1990.0,1,37.0,1990.0,1,4,7,10
887,888,d,a,4450.0,6.0,2012.0,1,35.0,2012.0,3,6,9,12
888,889,d,a,16107.5,12.0,2005.0,0,0.0,2005.0,0,0,0,0
889,890,a,a,4450.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
890,891,a,c,350.0,1.0,1990.0,1,31.0,1990.0,2,5,8,11
891,892,a,a,16107.5,4.0,2002.0,0,0.0,2002.0,0,0,0,0
892,893,a,a,130.0,1.0,1990.0,1,1.0,1990.0,1,4,7,10
893,894,a,a,190.0,11.0,2012.0,0,0.0,2012.0,0,0,0,0
894,895,a,c,4150.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
895,896,a,c,170.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
896,897,c,c,3290.0,1.0,2007.0,1,5.0,2007.0,2,5,8,11
897,898,a,a,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
898,899,d,a,2590.0,1.0,1990.0,1,13.0,1990.0,1,4,7,10
899,900,a,a,3920.0,4.0,2005.0,1,40.0,2005.0,1,4,7,10
900,901,a,c,3170.0,4.0,2014.0,0,0.0,2014.0,0,0,0,0
901,902,a,a,310.0,5.0,2015.0,1,40.0,2015.0,1,4,7,10
902,903,d,c,7290.0,9.0,2014.0,0,0.0,2014.0,0,0,0,0
903,904,d,c,570.0,7.0,2013.0,1,14.0,2013.0,1,4,7,10
904,905,a,a,90.0,6.0,2014.0,0,0.0,2014.0,0,0,0,0
905,906,a,a,90.0,7.0,2010.0,0,0.0,2010.0,0,0,0,0
906,907,a,c,250.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
907,908,a,a,1980.0,7.0,2010.0,1,37.0,2010.0,1,4,7,10
908,909,a,c,1680.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
909,910,d,c,12480.0,1.0,1990.0,1,1.0,1990.0,1,4,7,10
910,911,a,c,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
911,912,c,c,3100.0,5.0,2010.0,0,0.0,2010.0,0,0,0,0
912,913,a,a,280.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
913,914,c,c,2640.0,4.0,2011.0,1,22.0,2011.0,3,6,9,12
914,915,d,c,650.0,3.0,2013.0,1,40.0,2013.0,1,4,7,10
915,916,a,a,90.0,11.0,2012.0,0,0.0,2012.0,0,0,0,0
916,917,a,a,7240.0,2.0,2010.0,0,0.0,2010.0,0,0,0,0
917,918,a,c,16107.5,4.0,2015.0,0,0.0,2015.0,0,0,0,0
918,919,a,a,2620.0,1.0,1990.0,1,45.0,1990.0,2,5,8,11
919,920,a,a,850.0,2.0,2012.0,1,40.0,2012.0,1,4,7,10
920,921,a,a,840.0,9.0,2006.0,0,0.0,2006.0,0,0,0,0
921,922,d,a,2110.0,3.0,2006.0,0,0.0,2006.0,0,0,0,0
922,923,a,a,280.0,9.0,2008.0,0,0.0,2008.0,0,0,0,0
923,924,a,a,6420.0,4.0,2011.0,1,1.0,2011.0,1,4,7,10
924,925,c,a,470.0,3.0,2007.0,1,1.0,2007.0,1,4,7,10
925,926,d,c,5150.0,3.0,2011.0,1,13.0,2011.0,1,4,7,10
926,927,a,a,480.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
927,928,d,c,1090.0,1.0,1990.0,1,31.0,1990.0,2,5,8,11
928,929,a,c,4820.0,9.0,2013.0,0,0.0,2013.0,0,0,0,0
929,930,a,a,70.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
930,931,a,c,1480.0,9.0,2011.0,1,1.0,2011.0,1,4,7,10
931,932,a,a,15700.0,1.0,1990.0,1,13.0,1990.0,1,4,7,10
932,933,a,c,6270.0,2.0,2005.0,0,0.0,2005.0,0,0,0,0
933,934,a,c,5460.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
934,935,a,c,16107.5,6.0,2010.0,0,0.0,2010.0,0,0,0,0
935,936,a,a,580.0,2.0,2008.0,0,0.0,2008.0,0,0,0,0
936,937,d,a,2810.0,1.0,1990.0,1,10.0,1990.0,1,4,7,10
937,938,a,a,2820.0,9.0,2009.0,0,0.0,2009.0,0,0,0,0
938,939,d,a,1340.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
939,940,d,c,6470.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
940,941,a,a,1200.0,12.0,2011.0,1,31.0,2011.0,1,4,7,10
941,942,d,c,6860.0,1.0,1990.0,1,18.0,1990.0,1,4,7,10
942,943,d,c,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
943,944,c,a,1670.0,7.0,2015.0,0,0.0,2015.0,0,0,0,0
944,945,a,c,12480.0,3.0,2011.0,0,0.0,2011.0,0,0,0,0
945,946,a,a,2220.0,12.0,2011.0,1,14.0,2011.0,1,4,7,10
946,947,a,a,460.0,3.0,2014.0,1,13.0,2014.0,1,4,7,10
947,948,b,b,1430.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
948,949,a,a,870.0,3.0,2006.0,0,0.0,2006.0,0,0,0,0
949,950,a,a,8460.0,11.0,1994.0,0,0.0,1994.0,0,0,0,0
950,951,d,c,710.0,1.0,1990.0,1,40.0,1990.0,1,4,7,10
951,952,d,c,6300.0,10.0,2013.0,0,0.0,2013.0,0,0,0,0
952,953,a,a,16107.5,4.0,2006.0,1,22.0,2006.0,3,6,9,12
953,954,a,a,390.0,2.0,2013.0,1,10.0,2013.0,1,4,7,10
954,955,d,c,1690.0,7.0,2009.0,1,36.0,2009.0,3,6,9,12
955,956,a,a,2330.0,10.0,2014.0,1,18.0,2014.0,2,5,8,11
956,957,d,c,1420.0,11.0,2012.0,0,0.0,2012.0,0,0,0,0
957,958,a,a,440.0,11.0,2013.0,0,0.0,2013.0,0,0,0,0
958,959,a,c,1060.0,12.0,2005.0,0,0.0,2005.0,0,0,0,0
959,960,d,a,8990.0,1.0,1990.0,1,31.0,1990.0,2,5,8,11
960,961,d,c,9430.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
961,962,c,a,260.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
962,963,a,c,16107.5,11.0,2013.0,0,0.0,2013.0,0,0,0,0
963,964,a,a,270.0,1.0,1990.0,1,5.0,1990.0,2,5,8,11
964,965,a,c,110.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
965,966,a,a,760.0,2.0,2008.0,0,0.0,2008.0,0,0,0,0
966,967,a,c,3560.0,9.0,2013.0,1,36.0,2013.0,1,4,7,10
967,968,c,a,1190.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
968,969,a,c,600.0,11.0,1999.0,1,10.0,1999.0,1,4,7,10
969,970,a,a,910.0,12.0,2014.0,1,37.0,2014.0,1,4,7,10
970,971,c,a,1140.0,5.0,2011.0,1,14.0,2011.0,3,6,9,12
971,972,a,a,14960.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
972,973,d,c,330.0,1.0,1990.0,1,28.0,1990.0,1,4,7,10
973,974,a,a,150.0,3.0,2011.0,1,40.0,2011.0,1,4,7,10
974,975,a,c,9630.0,1.0,1990.0,1,14.0,1990.0,1,4,7,10
975,976,a,a,4180.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
976,977,a,a,520.0,9.0,2005.0,1,13.0,2005.0,1,4,7,10
977,978,c,c,3890.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
978,979,a,c,2270.0,11.0,2005.0,1,14.0,2005.0,1,4,7,10
979,980,a,a,4420.0,9.0,2005.0,0,0.0,2005.0,0,0,0,0
980,981,d,c,2620.0,11.0,2002.0,0,0.0,2002.0,0,0,0,0
981,982,d,a,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
982,983,a,a,40.0,3.0,2014.0,1,1.0,2014.0,1,4,7,10
983,984,c,a,440.0,1.0,1990.0,1,1.0,1990.0,1,4,7,10
984,985,c,c,490.0,5.0,2007.0,1,13.0,2007.0,1,4,7,10
985,986,a,a,620.0,10.0,2014.0,1,18.0,2014.0,2,5,8,11
986,987,c,a,1690.0,6.0,2007.0,0,0.0,2007.0,0,0,0,0
987,988,a,a,30.0,11.0,2012.0,0,0.0,2012.0,0,0,0,0
988,989,a,a,1640.0,6.0,2006.0,1,40.0,2006.0,1,4,7,10
989,990,d,a,16107.5,1.0,1990.0,0,0.0,1990.0,0,0,0,0
990,991,a,a,1010.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
991,992,a,a,2480.0,7.0,1990.0,0,0.0,1990.0,0,0,0,0
992,993,d,c,3460.0,10.0,2013.0,1,10.0,2013.0,1,4,7,10
993,994,a,a,2290.0,7.0,2011.0,1,1.0,2011.0,1,4,7,10
994,995,d,a,6560.0,12.0,2013.0,0,0.0,2013.0,0,0,0,0
995,996,c,a,2870.0,7.0,2015.0,1,13.0,2015.0,1,4,7,10
996,997,d,c,5840.0,7.0,2010.0,1,37.0,2010.0,1,4,7,10
997,998,a,a,780.0,9.0,2005.0,1,5.0,2005.0,2,5,8,11
998,999,d,c,15140.0,2.0,2002.0,1,37.0,2002.0,1,4,7,10
999,1000,a,c,2230.0,5.0,2009.0,1,40.0,2009.0,1,4,7,10
1000,1001,c,a,16107.5,1.0,1990.0,1,14.0,1990.0,1,4,7,10
1001,1002,d,c,1130.0,11.0,2008.0,0,0.0,2008.0,0,0,0,0
1002,1003,a,a,170.0,7.0,2013.0,1,27.0,2013.0,1,4,7,10
1003,1004,d,c,970.0,1.0,1990.0,1,9.0,1990.0,3,6,9,12
1004,1005,a,a,6480.0,1.0,1990.0,0,0.0,1990.0,0,0,0,0
1005,1006,c,c,3890.0,11.0,2006.0,1,5.0,2006.0,2,5,8,11
1006,1007,c,c,4180.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
1007,1008,a,c,30.0,9.0,2010.0,0,0.0,2010.0,0,0,0,0
1008,1009,a,a,230.0,7.0,2004.0,1,10.0,2004.0,1,4,7,10
1009,1010,d,c,4610.0,6.0,2010.0,1,18.0,2010.0,2,5,8,11
1010,1011,a,c,490.0,9.0,2012.0,1,18.0,2012.0,2,5,8,11
1011,1012,d,c,6330.0,6.0,2004.0,1,39.0,2004.0,1,4,7,10
1012,1013,a,a,630.0,2.0,2015.0,1,31.0,2015.0,2,5,8,11
1013,1014,a,c,210.0,1.0,1990.0,1,31.0,1990.0,1,4,7,10
1014,1015,d,c,9910.0,12.0,2010.0,1,9.0,2010.0,3,6,9,12
1015,1016,c,c,550.0,1.0,1990.0,1,35.0,1990.0,3,6,9,12
1016,1017,c,a,110.0,11.0,2008.0,0,0.0,2008.0,0,0,0,0
1017,1018,c,c,140.0,9.0,2012.0,0,0.0,2012.0,0,0,0,0
